Area,Date,Discharged,Fatal,Hosp_require,Hosp_severe,Positive,Tested,Vaccinated_1st,Vaccinated_2nd
Fukushima,2020-04-02,1,0,,,8,238,,
Ibaraki,2020-04-02,0,2,,,26,1266,,
Tochigi,2020-04-02,2,0,,,14,571,,
Gunma,2020-04-02,0,1,,,20,542,,
Saitama,2020-04-02,21,4,,,113,1476,,
Chiba,2020-04-02,26,1,,,181,712,,
Tokyo,2020-04-02,48,7,,,690,3402,,
Kanagawa,2020-04-02,28,6,,,153,954,,
Niigata,2020-04-02,10,0,,,31,1139,,
Toyama,2020-04-02,0,0,,,8,137,,
Ishikawa,2020-04-02,5,0,,,16,248,,
Fukui,2020-04-02,0,1,,,31,233,,
Yamanashi,2020-04-02,2,0,,,9,579,,
Nagano,2020-04-02,3,0,,,9,596,,
Gifu,2020-04-02,2,0,,,22,806,,
Shizuoka,2020-04-02,3,0,,,6,957,,
Aichi,2020-04-02,47,19,,,186,3123,,
Mie,2020-04-02,2,0,,,12,507,,
Shiga,2020-04-02,3,0,,,8,259,,
Kyoto,2020-04-02,18,0,,,79,1189,,
Osaka,2020-04-02,71,2,,,312,1149,,
Hyogo,2020-04-02,18,11,,,167,2610,,
Nara,2020-04-02,8,0,,,19,355,,
Wakayama,2020-04-02,14,1,,,20,1531,,
Tottori,2020-04-02,0,0,,,0,201,,
Shimane,2020-04-02,0,0,,,0,152,,
Okayama,2020-04-02,0,0,,,7,365,,
Hiroshima,2020-04-02,1,0,,,6,1023,,
Yamaguchi,2020-04-02,3,0,,,6,328,,
Tokushima,2020-04-02,1,0,,,3,156,,
Kagawa,2020-04-02,0,0,,,2,304,,
Ehime,2020-04-02,2,0,,,11,312,,
Kochi,2020-04-02,12,0,,,21,417,,
Fukuoka,2020-04-02,5,0,,,62,1198,,
Saga,2020-04-02,0,0,,,4,153,,
Nagasaki,2020-04-02,1,0,,,5,429,,
Kumamoto,2020-04-02,3,0,,,15,1036,,
Oita,2020-04-02,1,0,,,30,1710,,
Miyazaki,2020-04-02,1,0,,,3,326,,
Kagoshima,2020-04-02,0,0,,,3,308,,
Okinawa,2020-04-02,2,0,,,9,399,,
Hokkaido,2020-04-03,130,8,,,190,2296,,
Aomori,2020-04-03,0,0,,,11,180,,
Iwate,2020-04-03,0,0,,,0,76,,
Miyagi,2020-04-03,1,0,,,13,348,,
Akita,2020-04-03,2,0,,,9,349,,
Yamagata,2020-04-03,0,0,,,1,369,,
Fukushima,2020-04-03,1,0,,,9,264,,
Ibaraki,2020-04-03,1,2,,,54,1383,,
Tochigi,2020-04-03,3,0,,,14,657,,
Gunma,2020-04-03,0,1,,,24,860,,
Saitama,2020-04-03,23,4,,,131,1547,,
Chiba,2020-04-03,31,1,,,192,788,,
Tokyo,2020-04-03,48,12,,,779,3806,,
Kanagawa,2020-04-03,32,6,,,181,1099,,
Niigata,2020-04-03,11,0,,,32,1248,,
Toyama,2020-04-03,0,0,,,8,198,,
Ishikawa,2020-04-03,5,0,,,24,264,,
Fukui,2020-04-03,0,1,,,40,272,,
Yamanashi,2020-04-03,2,0,,,9,625,,
Nagano,2020-04-03,4,0,,,10,667,,
Gifu,2020-04-03,2,0,,,39,827,,
Shizuoka,2020-04-03,3,0,,,8,1006,,
Aichi,2020-04-03,48,19,,,198,2917,,
Mie,2020-04-03,4,0,,,12,598,,
Shiga,2020-04-03,3,0,,,14,293,,
Kyoto,2020-04-03,18,0,,,91,1398,,
Osaka,2020-04-03,73,2,,,347,1251,,
Hyogo,2020-04-03,51,11,,,172,2791,,
Nara,2020-04-03,8,0,,,21,359,,
Wakayama,2020-04-03,15,1,,,21,1571,,
Tottori,2020-04-03,0,0,,,0,227,,
Shimane,2020-04-03,0,0,,,0,158,,
Okayama,2020-04-03,0,0,,,9,390,,
Hiroshima,2020-04-03,1,0,,,8,1023,,
Yamaguchi,2020-04-03,3,0,,,7,354,,
Tokushima,2020-04-03,1,0,,,3,164,,
Kagawa,2020-04-03,0,0,,,2,344,,
Ehime,2020-04-03,3,1,,,11,350,,
Kochi,2020-04-03,12,0,,,21,454,,
Fukuoka,2020-04-03,5,0,,,66,1584,,
Saga,2020-04-03,0,0,,,5,184,,
Nagasaki,2020-04-03,2,0,,,7,505,,
Kumamoto,2020-04-03,3,0,,,15,1095,,
Oita,2020-04-03,6,0,,,31,1739,,
Miyazaki,2020-04-03,2,0,,,4,338,,
Kagoshima,2020-04-03,0,0,,,3,346,,
Okinawa,2020-04-03,2,0,,,9,430,,
Hokkaido,2020-04-04,130,8,,,193,2296,,
Aomori,2020-04-04,0,0,,,11,188,,
Iwate,2020-04-04,0,0,,,0,76,,
Miyagi,2020-04-04,1,0,,,20,348,,
Akita,2020-04-04,2,0,,,10,349,,
Yamagata,2020-04-04,0,0,,,6,369,,
Fukushima,2020-04-04,1,0,,,14,264,,
Ibaraki,2020-04-04,1,2,,,59,1383,,
Tochigi,2020-04-04,3,0,,,14,657,,
Gunma,2020-04-04,1,1,,,25,866,,
Saitama,2020-04-04,23,4,,,153,1547,,
Chiba,2020-04-04,31,1,,,219,828,,
Tokyo,2020-04-04,48,12,,,897,3806,,
Kanagawa,2020-04-04,32,6,,,197,1099,,
Niigata,2020-04-04,11,0,,,32,1248,,
Toyama,2020-04-04,0,0,,,10,198,,
Ishikawa,2020-04-04,5,0,,,32,264,,
Fukui,2020-04-04,0,1,,,44,275,,
Yamanashi,2020-04-04,2,0,,,11,625,,
Nagano,2020-04-04,4,0,,,11,669,,
Gifu,2020-04-04,2,1,,,43,833,,
Shizuoka,2020-04-04,3,0,,,10,1006,,
Aichi,2020-04-04,48,19,,,216,2917,,
Mie,2020-04-04,4,0,,,12,598,,
Shiga,2020-04-04,3,0,,,17,293,,
Kyoto,2020-04-04,18,0,,,105,1398,,
Osaka,2020-04-04,80,2,,,388,1292,,
Hyogo,2020-04-04,52,11,,,182,2805,,
Nara,2020-04-04,8,0,,,24,364,,
Wakayama,2020-04-04,15,1,,,21,1579,,
Tottori,2020-04-04,0,0,,,0,227,,
Shimane,2020-04-04,0,0,,,0,161,,
Okayama,2020-04-04,0,0,,,10,390,,
Hiroshima,2020-04-04,1,0,,,13,1040,,
Yamaguchi,2020-04-04,3,0,,,7,396,,
Tokushima,2020-04-04,1,0,,,3,164,,
Kagawa,2020-04-04,0,0,,,2,344,,
Ehime,2020-04-04,3,1,,,12,350,,
Kochi,2020-04-04,12,0,,,24,482,,
Fukuoka,2020-04-04,5,0,,,67,1594,,
Saga,2020-04-04,0,0,,,6,184,,
Nagasaki,2020-04-04,2,0,,,8,505,,
Kumamoto,2020-04-04,3,0,,,16,1125,,
Oita,2020-04-04,6,0,,,31,1739,,
Miyazaki,2020-04-04,2,0,,,4,346,,
Kagoshima,2020-04-04,0,0,,,3,346,,
Okinawa,2020-04-04,2,0,,,9,430,,
Hokkaido,2020-04-05,130,8,,,194,2296,,
Aomori,2020-04-05,0,0,,,11,199,,
Iwate,2020-04-05,0,0,,,0,76,,
Miyagi,2020-04-05,1,0,,,23,348,,
Akita,2020-04-05,2,0,,,11,349,,
Yamagata,2020-04-05,0,0,,,10,369,,
Fukushima,2020-04-05,1,0,,,16,264,,
Ibaraki,2020-04-05,1,2,,,64,1383,,
Tochigi,2020-04-05,3,0,,,14,657,,
Gunma,2020-04-05,1,1,,,26,866,,
Saitama,2020-04-05,23,4,,,174,1550,,
Chiba,2020-04-05,32,1,,,238,876,,
Tokyo,2020-04-05,50,12,,,1040,3806,,
Kanagawa,2020-04-05,32,6,,,226,1100,,
Niigata,2020-04-05,11,0,,,32,1248,,
Toyama,2020-04-05,0,0,,,10,198,,
Ishikawa,2020-04-05,5,0,,,43,264,,
Fukui,2020-04-05,0,2,,,51,310,,
Yamanashi,2020-04-05,2,0,,,13,625,,
Nagano,2020-04-05,4,0,,,12,670,,
Gifu,2020-04-05,2,1,,,50,842,,
Shizuoka,2020-04-05,3,0,,,10,1006,,
Aichi,2020-04-05,48,20,,,227,2917,,
Mie,2020-04-05,4,0,,,13,598,,
Shiga,2020-04-05,3,0,,,18,293,,
Kyoto,2020-04-05,18,0,,,111,1405,,
Osaka,2020-04-05,82,3,,,409,1311,,
Hyogo,2020-04-05,52,11,,,195,2805,,
Nara,2020-04-05,8,0,,,25,368,,
Wakayama,2020-04-05,15,1,,,25,1580,,
Tottori,2020-04-05,0,0,,,0,227,,
Shimane,2020-04-05,0,0,,,0,163,,
Okayama,2020-04-05,0,0,,,11,390,,
Hiroshima,2020-04-05,1,0,,,16,1053,,
Yamaguchi,2020-04-05,3,0,,,8,409,,
Tokushima,2020-04-05,1,0,,,3,164,,
Kagawa,2020-04-05,0,0,,,2,344,,
Ehime,2020-04-05,3,1,,,12,350,,
Kochi,2020-04-05,12,0,,,31,498,,
Fukuoka,2020-04-05,6,0,,,109,1595,,
Saga,2020-04-05,1,0,,,8,189,,
Nagasaki,2020-04-05,2,0,,,9,505,,
Kumamoto,2020-04-05,3,0,,,20,1144,,
Oita,2020-04-05,6,0,,,31,1739,,
Miyazaki,2020-04-05,2,0,,,6,356,,
Kagoshima,2020-04-05,0,0,,,3,346,,
Okinawa,2020-04-05,2,0,,,9,430,,
Hokkaido,2020-04-06,141,9,,,194,2445,,
Aomori,2020-04-06,0,0,,,11,233,,
Iwate,2020-04-06,0,0,,,0,86,,
Miyagi,2020-04-06,1,0,,,26,514,,
Akita,2020-04-06,2,0,,,11,419,,
Yamagata,2020-04-06,0,0,,,13,434,,
Fukushima,2020-04-06,1,0,,,16,328,,
Ibaraki,2020-04-06,1,2,,,71,1806,,
Tochigi,2020-04-06,3,0,,,14,759,,
Gunma,2020-04-06,1,1,,,26,1361,,
Saitama,2020-04-06,23,4,,,195,1647,,
Chiba,2020-04-06,32,1,,,253,1297,,
Tokyo,2020-04-06,58,16,,,1123,4422,,
Kanagawa,2020-04-06,32,6,,,261,1799,,
Niigata,2020-04-06,11,0,,,32,1345,,
Toyama,2020-04-06,0,0,,,11,381,,
Ishikawa,2020-04-06,5,0,,,45,384,,
Fukui,2020-04-06,1,2,,,57,335,,
